"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MOZ","Mozambique","","MLE","Male","","13.3","13.34441","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MOZ","Mozambique","","MLE","Male","","9.8","9.84661","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MOZ","Mozambique","","FMLE","Female","","53.1","53.05186","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MNG","Mongolia","","MLE","Male","","11.2","11.16166","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","MLE","Male","","63.8","63.82064","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","MLE","Male","","57.1","57.05591","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","MLE","Male","","14.2","14.15918","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","14.0","14.01911","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","MMR","Myanmar","","BTSX","Both sexes","","67.6","67.57671","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","72.8","72.75870","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","63.8","63.79509","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","MMR","Myanmar","","BTSX","Both sexes","","59.6","59.56367","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","MMR","Myanmar","","BTSX","Both sexes","","17.7","17.68015","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","MMR","Myanmar","","BTSX","Both sexes","","13.3","13.32924","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","MLE","Male","","72.8","72.83126","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","MLE","Male","","65.1","65.09997","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","MLE","Male","","17.2","17.24969","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","MLE","Male","","13.4","13.38164","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","EUR","Europe","","MNE","Montenegro","","MLE","Male","","73.2","73.15459","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","FMLE","Female","","68.2","68.18015","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","FMLE","Female","","20.6","20.59289","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","FMLE","Female","","15.9","15.85931","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","EUR","Europe","","MNE","Montenegro","","FMLE","Female","","78.7","78.65294","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","EUR","Europe","","MNE","Montenegro","","BTSX","Both sexes","","19.0","18.99031","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","BTSX","Both sexes","","68.1","68.09768","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","BTSX","Both sexes","","60.3","60.28522","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2019","2019","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","18.5","18.50782","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","FMLE","Female","","19.7","19.74809","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","FMLE","Female","","14.1","14.10056","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MOZ","Mozambique","","FMLE","Female","","52.8","52.75850","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MOZ","Mozambique","","FMLE","Female","","17.8","17.82921","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MOZ","Mozambique","","FMLE","Female","","13.0","13.02115","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MOZ","Mozambique","","BTSX","Both sexes","","50.7","50.68681","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MOZ","Mozambique","","BTSX","Both sexes","","43.6","43.58357","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MOZ","Mozambique","","BTSX","Both sexes","","15.8","15.80004","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MOZ","Mozambique","","BTSX","Both sexes","","11.6","11.58701","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","MLE","Male","","61.8","61.75289","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","MLE","Male","","54.8","54.80618","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MUS","Mauritius","","FMLE","Female","","76.8","76.80299","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2019","2019","","AFR","Africa","","MRT","Mauritania","","MLE","Male","","14.6","14.57260","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","FMLE","Female","","62.2","62.23422","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","FMLE","Female","","54.0","54.01017","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","FMLE","Female","","17.0","17.04332","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","BTSX","Both sexes","","62.0","61.96471","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","BTSX","Both sexes","","54.4","54.35635","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","BTSX","Both sexes","","17.1","17.11985","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","BTSX","Both sexes","","12.8","12.83755","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","MLE","Male","","67.7","67.73547","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","MLE","Male","","59.8","59.84175","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","MLE","Male","","15.8","15.76865","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","MLE","Male","","11.6","11.58792","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","FMLE","Female","","64.2","64.15681","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","BTSX","Both sexes","","17.8","17.83179","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MUS","Mauritius","","BTSX","Both sexes","","12.9","12.89050","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MUS","Mauritius","","BTSX","Both sexes","","73.2","73.24183","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MUS","Mauritius","","BTSX","Both sexes","","63.4","63.37393","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MWI","Malawi","","MLE","Male","","12.2","12.23140","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MWI","Malawi","","MLE","Male","","9.1","9.07949","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","MLE","Male","","54.4","54.38070","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","MLE","Male","","48.3","48.29214","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","MLE","Male","","13.7","13.74994","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MWI","Malawi","","FMLE","Female","","11.5","11.47947","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","FMLE","Female","","59.2","59.24426","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","FMLE","Female","","50.9","50.92586","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","FMLE","Female","","18.0","18.03188","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","BTSX","Both sexes","","56.8","56.79726","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","BTSX","Both sexes","","49.6","49.59252","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","BTSX","Both sexes","","16.0","16.01360","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","BTSX","Both sexes","","11.8","11.83401","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","MLE","Male","","64.3","64.27235","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","MLE","Male","","18.3","18.33923","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","MLE","Male","","13.9","13.90888","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MYS","Malaysia","","MLE","Male","","73.0","73.01138","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","BTSX","Both sexes","","19.2","19.17606","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","BTSX","Both sexes","","14.4","14.42445","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MYS","Malaysia","","BTSX","Both sexes","","75.0","74.95027","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MYS","Malaysia","","BTSX","Both sexes","","65.8","65.78183","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NAM","Namibia","","MLE","Male","","10.3","10.26580","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","MLE","Male","","59.4","59.36171","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","MLE","Male","","52.3","52.29404","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","MLE","Male","","14.5","14.46378","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","66.6","66.62944","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","20.1","20.06417","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","15.0","14.97307","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","77.1","77.13223","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","FMLE","Female","","54.5","54.49592","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","FMLE","Female","","17.5","17.48456","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","FMLE","Female","","13.1","13.10845","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","AFR","Africa","","NER","Niger","","FMLE","Female","","64.6","64.55505","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2019","2019","","AFR","Africa","","NER","Niger","","FMLE","Female","","55.8","55.80838","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","BTSX","Both sexes","","16.8","16.82166","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","BTSX","Both sexes","","12.8","12.79816","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","AFR","Africa","","NER","Niger","","BTSX","Both sexes","","63.3","63.28761","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NAM","Namibia","","FMLE","Female","","13.8","13.78610","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2019","2019","","AFR","Africa","","NGA","Nigeria","","BTSX","Both sexes","","13.5","13.53698","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","NIC","Nicaragua","","MLE","Male","","70.8","70.77222","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","FMLE","Female","","66.2","66.22478","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","FMLE","Female","","56.7","56.73470","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","FMLE","Female","","19.1","19.06169","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","FMLE","Female","","14.0","14.02595","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","BTSX","Both sexes","","62.9","62.86888","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","BTSX","Both sexes","","54.6","54.56502","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","BTSX","Both sexes","","17.0","16.99457","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NAM","Namibia","","BTSX","Both sexes","","12.5","12.52180","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","MLE","Male","","53.8","53.83920","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","MLE","Male","","16.2","16.16279","","","","",""
"WHOSIS_000007","Healthy life expectancy (HALE) at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443","PUBLISHED","Published","","2015","2015","","AFR","Africa","","NER","Niger","","MLE","Male","","12.5","12.49067","","","","",""
"WHOSIS_000001","Life expectancy at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65","PUBLISHED","Published","","2019","2019","","AFR","Africa","","NER","Niger","","MLE","Male","","62.1","62.06462","","","","",""
"WHOSIS_000002","Healthy life expectancy (HALE) at birth (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66","PUBLISHED","Published","","2019","2019","","AFR","Africa","","NER","Niger","","BTSX","Both sexes","","55.5","55.52364","","","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2977","PUBLISHED","Published","","2019","2019","","AFR","Africa","","NGA","Nigeria","","MLE","Male","","17.6","17.59180","","","","",""
